question,A,B,C,D
"在波动暗物质的背景下,孤子或玻色子星的本质是什么,在什么条件下可以形成?","它们是由于构造性波干涉而形成的高密度区域,当量子压力与引力吸引达到平衡时,可以在暗物质晕的中心形成。","它们是由于破坏性波干涉而形成的低密度区域,由于潮汐力的作用,可以在暗物质晕的外围区域形成。","它们是由大质量恒星坍缩形成的紧凑物体,只有在波动暗物质具有特定质量和相互作用时才能存在。","它们是假设的粒子,介导波动暗物质粒子之间的相互作用,它们的存在是结构形成所必需的。"
"波动性暗物质有哪些观测特征,以及如何利用这些特征来限制其性质?","主要特征是早期宇宙中缺乏小尺度结构,这可以通过观测宇微波背景辐射和赖曼-α森林来探测。","波动性暗物质可以形成独特的结构,如孤子和涡旋,这些可以通过引力透镜和恒星及恒星流的加热来探测。","波动性暗物质可以导致光在空间传播时发生偏振旋转,这可以通过观测遥远星系和宇微波背景辐射来测量。",以上全部正确。
以下哪一项最好地描述了目前对于海王星外天体（TNOs）起源的理解？,海王星外天体是原行星盘外海王星轨道以外形成的物体的简单残余。,海王星外天体是原始物体和形成于较近太阳并在巨行星迁移期间被转移至外层的物体的混合体。,所有海王星外天体都是在海王星轨道外形成后被引力相互作用散射的。,海王星外天体是在与另一颗恒星近距离相遇时从奥尔特云中被俘获的。
什么是导致跨海王星物体被捕获进入海王星平均运动共振的主要机制?,与其他巨行星的引力相互作用。,跨海王星物体之间的碰撞。,Kozai机制。,海王星向外迁移。
对于'绕行体'(TNOs)中的'分离族群'(perihelia超出海王星引力影响范围)最可能的解释是什么?,它们是从'奥尔特云'被捕获的,它们就地形成于当前位置,"它们曾被海王星散射至外层,后又因与其他大质量天体相互作用而使近日点提升",它们是太阳系外层大规模碰撞级联作用的残余
为什么了解TNO的尺寸分布对于理解它们的形成过程很重要?,它提供了关于海王星外行星带区域碰撞历史的信息。,它限制了TNO种群的总质量。,它有助于区分不同的TNO形成机制。,以上全部。
"对于目前已知柯伊伯带边缘之外的遥远冷温物体种群,探测它们的前景如何?","由于其表面密度低和尺寸分布小,不太可能被探测到。",它可能通过偶然的恒星遮挡现象被探测到。,它将很容易被LSST巡天探测到。,它已经被Subaru和CFHT的深场巡天探测到了。
GRB 170817A的探测与GW170817有何重要关联?,它证实了引力波的存在。,它确立了短暂伽马射线暴与中子星合并之间的联系。,它提供了首个黑洞合并的证据。,它导致了一种新型超新星的发现。
AT 2017gfo 的观测特性如何为 r 过程提供了证据?,光变曲线的时标和亮度与 r 过程元素的放射性衰变一致。,光谱显示了与特定 r 过程元素(如金和铂)相关的独特特征。,强磁场的存在表明存在 r 过程所需的快速中子俘获。,抛射物的高膨胀速度表明存在 r 过程所需的爆炸环境。
"如果观测到千新星余晖在X射线波段出现,其重要意义是什么?",它将提供长期存在的中心引擎(如磁星)的证据。,它将为千新星抛射物质的几何形状和能量提供约束条件。,它将表明存在以前未被发现的一类超新星。,它将确认合并残余体是一个黑洞。
影响黑洞周围吸积盘物理学的主要因素是什么?,黑洞的质量。,吸积盘与地球的距离。,吸积盘的化学成分。,从吸积物质中去除角动量的机制。
为什么内侧稳定圆形轨道(ISCO)对于理解吸积盘和测量黑洞自旋很重要?,它标志着物质从环绕黑洞转变为直接落入黑洞的边界。,它是吸积盘温度达到最高值的位置。,它是吸积盘中唯一发射X射线的区域。,它是一些黑洞系统中观测到的相对论性射流的源头。
吸积率如何影响黑洞吸积盘的性质和观测特征?,"较高的吸积率会导致几何上更薄且更热的盘,而较低的吸积率会导致几何上更厚且更冷的盘。",吸积率对盘的性质和观测特征影响甚微。,"较高的吸积率会导致相对论性射流的形成,而较低的吸积率则不会。",吸积率主要影响吸积盘的化学组成。
"通过X射线双星系统观测到的黑洞性质与通过引力波探测到的黑洞性质有何不同,这对黑洞形成机制有何启示?","X射线双星系统中的黑洞往往质量更大,自旋更快,与引力波事件中观测到的黑洞有所不同。这表明它们可能经历了不同的形成过程,X射线双星系统中的黑洞可能是通过单独恒星演化形成并通过吸积物质获得自旋,而引力波黑洞可能源自致密恒星团中的动力学相互作用,自旋增加有限。","X射线双星系统中的黑洞与通过引力波探测到的黑洞性质非常相似,暗示它们可能经历了相同的形成机制。","X射线双星系统中的黑洞主要起源于原初黑洞,而引力波黑洞是通过恒星坍缩形成的。",X射线双星系统和引力波事件中观测到的黑洞性质都可以通过单一的普遍形成机制来解释。
"在20世纪,地基光学测量学存在哪一主要限制,促使了需要进行空间观测?",无法观测暗淡的恒星。,缺乏合适的参考系统。,地球大气层的扭曲效应。,使用照相底片收集数据的局限性。
"盖亚任务如何实现绝对视差测量,而不是相对视差测量?",通过长时间基线观测恒星。,通过使用单个大口径望远镜。,通过利用两个视场分离很远的望远镜。,通过参考遥远的外星系源的观测数据。
"盖亚(Gaia)航天器的扫描规律涉及连续重新定向,其主要优势是什么?",它允许在相对较短的时间内观测整个天空。,它能够精确测量附近恒星的距离。,它有利于研究恒星团中恒星的运动。,它能够探测其他恒星周围的系外行星。
"结合盖亚(Gaia)数据与其他天文调查,如何增进我们对银河系的理解?",通过提供更精确的恒星距离测量。,通过识别之前未知的恒星。,通过研究恒星的化学成分和年龄。,通过揭示银河系晕中暗物质的存在。
决定恒星被大质量黑洞潮汐破坏速率的主要因素是什么?,恒星的温度,星系的年龄,中心黑洞的质量,恒星与星系中心的距离
观测到的潮汐扰动事件（TDE）光变曲线与理论预测的恒星残骸回落率相比如何？,观测到的光变曲线下降速度远快于预测的回落率。,观测到的光变曲线下降速率与预测的回落率相似，但上升时间不匹配。,观测到的光变曲线上升和下降速率与预测的回落率相同。,观测到的光变曲线与预测的回落率之间没有相关性。
TDE的三个主要光谱类别及其区分特征是什么?,"Ia型、II型和III型,根据是否存在氢线进行分类","TDE-H、TDE-He和TDE-H+He,根据氢和氦线的存在及相对强度进行分类","红色、蓝色和绿色,根据光学发射的颜色进行分类","X射线、紫外线和可见光,根据观测到的发射的主导波长进行分类"
"为什么许多在光学上明亮的潮汐扰动事件(TDE)在X射线波段相对暗淡,在某些情况下又会出现X射线变化性的原因是什么?","X射线被宿主星系中的尘埃吸收,变化性是由尘埃分布的变化引起的。","X射线本身就很微弱,变化性是由于吸积盘的不稳定性。","X射线可能被光学厚风或碎片缓慢环绕所遮蔽或延迟,变化性可能与风或吸积过程的变化有关。",潮汐扰动事件并不伴随X射线辐射。
"对于天文学家来说,中等质量黑洞(IMBHs)破坏白矮星是特别有趣的原因是什么?",它们是最常见的潮汐破坏事件类型。,这是直接观测中等质量黑洞的唯一方式。,它们产生最亮的耀斑。,它们总是会产生可检测的引力波。
1931年发现银河系的射电辐射标志着哪个科学领域的开端?,天体物理学,射电天文学,宇宙学,X射线天文学
建造乌蒂无线电望远镜(ORT)的主要科学目标是什么?,以高分辨率研究太阳的无线电辐射,进行射电源的行星际闪烁(IPS)观测,利用月掩蔽测量微弱射电源的视角尺度,绘制银河系中性氢的分布
是什么技术创新推动了巨型米波射电望远镜（GMRT）的发展?,使用光纤进行信号传输,快速傅里叶变换（FFT）算法的发展,电荷耦合器件（CCD）相机的发明,宇宙微波背景辐射的发现
GMRT特别适合研究某些天体物理现象的主要原因是什么?,它的大收集面积可以探测到极微弱的射电源。,"它工作在低射电频率,这种频率理想地观测特定类型的射电辐射。","它具有宽视场,可以对天空进行大规模的巡天。","它具有高角分辨率,可以对小尺度结构进行细致成像。"
研究恒星形成区的化学成分的一个关键动机是什么?,了解星系的形成和演化。,探索外星生命的可能性。,探究星际介质的起源。,追踪恒星形成过程中发生的物理变化。
"在天体化学领域,复杂有机分子(COM)的定义是什么?",任何含有碳原子的分子。,至少包含碳原子在内的六个原子组成的分子。,对生命发展至关重要的分子。,仅在尘埃粒子表面形成的分子。
阿塔卡马大型毫米/亚毫米阵列(ALMA)对于天体化学研究有何重要意义?,"它提供了远红外波长的观测能力,大多数复杂有机分子在该波段发射。","它具有高灵敏度和高空间分辨率,能够详细研究分子的分布情况。",它能够在外部星系中探测新的分子种类。,它是唯一能够观测分子的氘同位素的设施。
现代望远镜如ALMA的增强灵敏度带来的一个关键挑战是什么?,"由于缺乏可用的光谱数据,难以识别新的分子种类。",需要复杂的辐射传输模型来准确解释观测到的光谱。,"达到线混淆极限,难以在拥挤的光谱中区分单个谱线。",无法观测可能发生COM形成的冷、低密度区域。
